vid,date
h405-111.2010,2010-06-30
h411-111.2010,2010-06-30
h414-111.2010,2010-06-30
h406-111.2010,2010-06-30
h404-111.2010,2010-06-30
s203-111.2010,2010-06-30
h430-111.2010,2010-07-01
h426-111.2010,2010-07-01
h422-111.2010,2010-07-01
h419-111.2010,2010-07-01
h416-111.2010,2010-07-01
h417-111.2010,2010-07-01
h418-111.2010,2010-07-01
h428-111.2010,2010-07-01
h431-111.2010,2010-07-01
h424-111.2010,2010-07-01
h420-111.2010,2010-07-01
h427-111.2010,2010-07-01
h429-111.2010,2010-07-01
h433-111.2010,2010-07-01
h415-111.2010,2010-07-01
h421-111.2010,2010-07-01
h425-111.2010,2010-07-01
h423-111.2010,2010-07-01
h432-111.2010,2010-07-01
s205-111.2010,2010-07-12
h436-111.2010,2010-07-13
h435-111.2010,2010-07-13
h434-111.2010,2010-07-13
h438-111.2010,2010-07-14
h440-111.2010,2010-07-14
h442-111.2010,2010-07-14
h441-111.2010,2010-07-14
h439-111.2010,2010-07-14
h437-111.2010,2010-07-14
s207-111.2010,2010-07-15
s206-111.2010,2010-07-15
h444-111.2010,2010-07-15
s208-111.2010,2010-07-15
h447-111.2010,2010-07-15
h446-111.2010,2010-07-15
h443-111.2010,2010-07-15
h445-111.2010,2010-07-15
h449-111.2010,2010-07-19
h450-111.2010,2010-07-19
h448-111.2010,2010-07-19
h452-111.2010,2010-07-20
h451-111.2010,2010-07-20
s209-111.2010,2010-07-20
h453-111.2010,2010-07-20
h460-111.2010,2010-07-21
h457-111.2010,2010-07-21
h459-111.2010,2010-07-21
h458-111.2010,2010-07-21
s211-111.2010,2010-07-21
s214-111.2010,2010-07-21
h456-111.2010,2010-07-21
h455-111.2010,2010-07-21
s210-111.2010,2010-07-21
s213-111.2010,2010-07-21
s215-111.2010,2010-07-21
h454-111.2010,2010-07-21
s212-111.2010,2010-07-21
h461-111.2010,2010-07-22
h463-111.2010,2010-07-22
h464-111.2010,2010-07-22
s218-111.2010,2010-07-22
s216-111.2010,2010-07-22
s217-111.2010,2010-07-22
h465-111.2010,2010-07-22
h466-111.2010,2010-07-22
s219-111.2010,2010-07-22
h462-111.2010,2010-07-22
h469-111.2010,2010-07-26
h468-111.2010,2010-07-26
h467-111.2010,2010-07-26
h470-111.2010,2010-07-27
h473-111.2010,2010-07-27
h471-111.2010,2010-07-27
h474-111.2010,2010-07-27
h472-111.2010,2010-07-27
s220-111.2010,2010-07-27
h475-111.2010,2010-07-27
h476-111.2010,2010-07-28
h481-111.2010,2010-07-28
h479-111.2010,2010-07-28
h482-111.2010,2010-07-28
h477-111.2010,2010-07-28
h480-111.2010,2010-07-28
h478-111.2010,2010-07-28
h494-111.2010,2010-07-29
h487-111.2010,2010-07-29
h498-111.2010,2010-07-29
h497-111.2010,2010-07-29
h490-111.2010,2010-07-29
h483-111.2010,2010-07-29
h496-111.2010,2010-07-29
h495-111.2010,2010-07-29
s222-111.2010,2010-07-29
h489-111.2010,2010-07-29
h492-111.2010,2010-07-29
h499-111.2010,2010-07-29
h484-111.2010,2010-07-29
h493-111.2010,2010-07-29
h486-111.2010,2010-07-29
h491-111.2010,2010-07-29
h488-111.2010,2010-07-29
h485-111.2010,2010-07-29
s221-111.2010,2010-07-29
h501-111.2010,2010-07-30
h511-111.2010,2010-07-30
h508-111.2010,2010-07-30
h513-111.2010,2010-07-30
h506-111.2010,2010-07-30
h512-111.2010,2010-07-30
h503-111.2010,2010-07-30
h504-111.2010,2010-07-30
h509-111.2010,2010-07-30
h502-111.2010,2010-07-30
h500-111.2010,2010-07-30
h510-111.2010,2010-07-30
h505-111.2010,2010-07-30
h507-111.2010,2010-07-30
h514-111.2010,2010-07-30
s223-111.2010,2010-08-02
s225-111.2010,2010-08-04
s224-111.2010,2010-08-04
s227-111.2010,2010-08-05
s226-111.2010,2010-08-05
s228-111.2010,2010-08-05
s229-111.2010,2010-08-05
h515-111.2010,2010-08-10
h517-111.2010,2010-08-10
h516-111.2010,2010-08-10
h518-111.2010,2010-08-10
s230-111.2010,2010-09-13
h519-111.2010,2010-09-14
h520-111.2010,2010-09-14
s232-111.2010,2010-09-14
s233-111.2010,2010-09-14
s231-111.2010,2010-09-14
h523-111.2010,2010-09-15
h525-111.2010,2010-09-15
h521-111.2010,2010-09-15
h524-111.2010,2010-09-15
h522-111.2010,2010-09-15
h531-111.2010,2010-09-16
h529-111.2010,2010-09-16
h527-111.2010,2010-09-16
h528-111.2010,2010-09-16
h530-111.2010,2010-09-16
h526-111.2010,2010-09-16
s237-111.2010,2010-09-16
s234-111.2010,2010-09-16
s236-111.2010,2010-09-16
s235-111.2010,2010-09-16
s238-111.2010,2010-09-21
h533-111.2010,2010-09-22
h532-111.2010,2010-09-22
s239-111.2010,2010-09-23
h543-111.2010,2010-09-23
h541-111.2010,2010-09-23
h542-111.2010,2010-09-23
h536-111.2010,2010-09-23
h539-111.2010,2010-09-23
h540-111.2010,2010-09-23
s240-111.2010,2010-09-23
h535-111.2010,2010-09-23
h544-111.2010,2010-09-23
h538-111.2010,2010-09-23
h534-111.2010,2010-09-23
h537-111.2010,2010-09-23
s241-111.2010,2010-09-27
s243-111.2010,2010-09-28
s242-111.2010,2010-09-28
h546-111.2010,2010-09-29
h545-111.2010,2010-09-29
h552-111.2010,2010-09-29
h560-111.2010,2010-09-29
h551-111.2010,2010-09-29
s245-111.2010,2010-09-29
h558-111.2010,2010-09-29
h561-111.2010,2010-09-29
h559-111.2010,2010-09-29
s248-111.2010,2010-09-29
h547-111.2010,2010-09-29
h550-111.2010,2010-09-29
s244-111.2010,2010-09-29
h554-111.2010,2010-09-29
h553-111.2010,2010-09-29
h557-111.2010,2010-09-29
h556-111.2010,2010-09-29
s246-111.2010,2010-09-29
s247-111.2010,2010-09-29
h563-111.2010,2010-09-29
h548-111.2010,2010-09-29
h562-111.2010,2010-09-29
h555-111.2010,2010-09-29
h549-111.2010,2010-09-29
h565-111.2010,2010-09-30
h564-111.2010,2010-09-30
h568-111.2010,2010-11-15
h566-111.2010,2010-11-15
h567-111.2010,2010-11-15
h570-111.2010,2010-11-16
h569-111.2010,2010-11-16
h571-111.2010,2010-11-16
h573-111.2010,2010-11-17
s249-111.2010,2010-11-17
h572-111.2010,2010-11-17
s250-111.2010,2010-11-17
h575-111.2010,2010-11-17
h574-111.2010,2010-11-17
h580-111.2010,2010-11-18
h579-111.2010,2010-11-18
h578-111.2010,2010-11-18
h577-111.2010,2010-11-18
h576-111.2010,2010-11-18
s251-111.2010,2010-11-18
s254-111.2010,2010-11-29
h582-111.2010,2010-11-29
s252-111.2010,2010-11-29
h581-111.2010,2010-11-29
s253-111.2010,2010-11-29
h585-111.2010,2010-11-30
s255-111.2010,2010-11-30
s256-111.2010,2010-11-30
s257-111.2010,2010-11-30
h583-111.2010,2010-11-30
h586-111.2010,2010-11-30
h584-111.2010,2010-11-30
h591-111.2010,2010-12-01
h589-111.2010,2010-12-01
h593-111.2010,2010-12-01
h587-111.2010,2010-12-01
h595-111.2010,2010-12-01
h594-111.2010,2010-12-01
h592-111.2010,2010-12-01
h588-111.2010,2010-12-01
h590-111.2010,2010-12-01
h606-111.2010,2010-12-02
h597-111.2010,2010-12-02
h598-111.2010,2010-12-02
h600-111.2010,2010-12-02
h605-111.2010,2010-12-02
h604-111.2010,2010-12-02
h596-111.2010,2010-12-02
h603-111.2010,2010-12-02
h602-111.2010,2010-12-02
h607-111.2010,2010-12-02
h599-111.2010,2010-12-02
h601-111.2010,2010-12-02
s258-111.2010,2010-12-04
s259-111.2010,2010-12-04
h608-111.2010,2010-12-07
h609-111.2010,2010-12-07
h610-111.2010,2010-12-07
h618-111.2010,2010-12-08
h613-111.2010,2010-12-08
h614-111.2010,2010-12-08
s262-111.2010,2010-12-08
s266-111.2010,2010-12-08
h619-111.2010,2010-12-08
h615-111.2010,2010-12-08
h612-111.2010,2010-12-08
s263-111.2010,2010-12-08
s265-111.2010,2010-12-08
h616-111.2010,2010-12-08
s260-111.2010,2010-12-08
s264-111.2010,2010-12-08
h611-111.2010,2010-12-08
h620-111.2010,2010-12-08
s261-111.2010,2010-12-08
h624-111.2010,2010-12-08
h623-111.2010,2010-12-08
h617-111.2010,2010-12-08
s267-111.2010,2010-12-08
h622-111.2010,2010-12-08
h621-111.2010,2010-12-08
h625-111.2010,2010-12-08
s271-111.2010,2010-12-09
h627-111.2010,2010-12-09
s268-111.2010,2010-12-09
s269-111.2010,2010-12-09
h626-111.2010,2010-12-09
s270-111.2010,2010-12-09
s272-111.2010,2010-12-13
h630-111.2010,2010-12-14
h629-111.2010,2010-12-14
h628-111.2010,2010-12-14
s277-111.2010,2010-12-15
s275-111.2010,2010-12-15
h635-111.2010,2010-12-15
s273-111.2010,2010-12-15
h638-111.2010,2010-12-15
h633-111.2010,2010-12-15
h637-111.2010,2010-12-15
s274-111.2010,2010-12-15
h632-111.2010,2010-12-15
s276-111.2010,2010-12-15
h636-111.2010,2010-12-15
h634-111.2010,2010-12-15
h631-111.2010,2010-12-15
h643-111.2010,2010-12-16
h641-111.2010,2010-12-16
h644-111.2010,2010-12-16
h639-111.2010,2010-12-16
h646-111.2010,2010-12-16
h640-111.2010,2010-12-16
h645-111.2010,2010-12-16
h642-111.2010,2010-12-16
h651-111.2010,2010-12-17
h648-111.2010,2010-12-17
h653-111.2010,2010-12-17
h654-111.2010,2010-12-17
h656-111.2010,2010-12-17
h652-111.2010,2010-12-17
h649-111.2010,2010-12-17
h650-111.2010,2010-12-17
h647-111.2010,2010-12-17
h655-111.2010,2010-12-17
s282-111.2010,2010-12-18
s281-111.2010,2010-12-18
s280-111.2010,2010-12-18
s279-111.2010,2010-12-18
s278-111.2010,2010-12-18
s283-111.2010,2010-12-19
s284-111.2010,2010-12-19
s286-111.2010,2010-12-20
s287-111.2010,2010-12-20
s285-111.2010,2010-12-20
s293-111.2010,2010-12-21
h663-111.2010,2010-12-21
h662-111.2010,2010-12-21
h658-111.2010,2010-12-21
h657-111.2010,2010-12-21
s291-111.2010,2010-12-21
s289-111.2010,2010-12-21
s292-111.2010,2010-12-21
s290-111.2010,2010-12-21
h659-111.2010,2010-12-21
s295-111.2010,2010-12-21
s297-111.2010,2010-12-21
s294-111.2010,2010-12-21
h661-111.2010,2010-12-21
s288-111.2010,2010-12-21
h660-111.2010,2010-12-21
s296-111.2010,2010-12-21
h664-111.2010,2010-12-22
s299-111.2010,2010-12-22
s298-111.2010,2010-12-22
h5-112.2011,2011-01-05
h4-112.2011,2011-01-05
h6-112.2011,2011-01-05
h1-112.2011,2011-01-05
h2-112.2011,2011-01-05
h3-112.2011,2011-01-05
h7-112.2011,2011-01-06
h8-112.2011,2011-01-06
h10-112.2011,2011-01-07
h11-112.2011,2011-01-07
h9-112.2011,2011-01-07
h12-112.2011,2011-01-18
h14-112.2011,2011-01-19
h13-112.2011,2011-01-19
h15-112.2011,2011-01-20
h16-112.2011,2011-01-20
h17-112.2011,2011-01-24
h18-112.2011,2011-01-24
h19-112.2011,2011-01-25
h21-112.2011,2011-01-25
h20-112.2011,2011-01-25
h22-112.2011,2011-01-26
h23-112.2011,2011-01-26
s1-112.2011,2011-01-26
h24-112.2011,2011-01-26
h25-112.2011,2011-01-26
s5-112.2011,2011-01-27
s6-112.2011,2011-01-27
s3-112.2011,2011-01-27
s4-112.2011,2011-01-27
s2-112.2011,2011-01-27
s8-112.2011,2011-02-02
s9-112.2011,2011-02-02
s7-112.2011,2011-02-02
s10-112.2011,2011-02-03
s11-112.2011,2011-02-03
s12-112.2011,2011-02-07
s13-112.2011,2011-02-07
s14-112.2011,2011-02-08
h26-112.2011,2011-02-08
h28-112.2011,2011-02-09
h27-112.2011,2011-02-09
h31-112.2011,2011-02-10
h30-112.2011,2011-02-10
h29-112.2011,2011-02-10
h32-112.2011,2011-02-11
h33-112.2011,2011-02-11
h34-112.2011,2011-02-11
h37-112.2011,2011-02-14
h36-112.2011,2011-02-14
s15-112.2011,2011-02-14
h35-112.2011,2011-02-14
s19-112.2011,2011-02-15
h38-112.2011,2011-02-15
s18-112.2011,2011-02-15
s16-112.2011,2011-02-15
h42-112.2011,2011-02-15
s17-112.2011,2011-02-15
h39-112.2011,2011-02-15
h41-112.2011,2011-02-15
h44-112.2011,2011-02-15
h40-112.2011,2011-02-15
h43-112.2011,2011-02-15
h62-112.2011,2011-02-16
h50-112.2011,2011-02-16
h59-112.2011,2011-02-16
h57-112.2011,2011-02-16
h51-112.2011,2011-02-16
h55-112.2011,2011-02-16
h64-112.2011,2011-02-16
h48-112.2011,2011-02-16
h61-112.2011,2011-02-16
h56-112.2011,2011-02-16
h54-112.2011,2011-02-16
h47-112.2011,2011-02-16
h49-112.2011,2011-02-16
h52-112.2011,2011-02-16
h45-112.2011,2011-02-16
h46-112.2011,2011-02-16
h60-112.2011,2011-02-16
h58-112.2011,2011-02-16
h65-112.2011,2011-02-16
h63-112.2011,2011-02-16
h53-112.2011,2011-02-16
h77-112.2011,2011-02-17
h82-112.2011,2011-02-17
h78-112.2011,2011-02-17
h76-112.2011,2011-02-17
h86-112.2011,2011-02-17
h72-112.2011,2011-02-17
h79-112.2011,2011-02-17
h88-112.2011,2011-02-17
s24-112.2011,2011-02-17
h69-112.2011,2011-02-17
h84-112.2011,2011-02-17
s22-112.2011,2011-02-17
s21-112.2011,2011-02-17
s25-112.2011,2011-02-17
h70-112.2011,2011-02-17
h66-112.2011,2011-02-17
h85-112.2011,2011-02-17
h71-112.2011,2011-02-17
h81-112.2011,2011-02-17
h67-112.2011,2011-02-17
h73-112.2011,2011-02-17
h75-112.2011,2011-02-17
h80-112.2011,2011-02-17
s23-112.2011,2011-02-17
h68-112.2011,2011-02-17
h83-112.2011,2011-02-17
s20-112.2011,2011-02-17
h89-112.2011,2011-02-17
h87-112.2011,2011-02-17
h74-112.2011,2011-02-17
h103-112.2011,2011-02-18
h121-112.2011,2011-02-18
h123-112.2011,2011-02-18
h95-112.2011,2011-02-18
h117-112.2011,2011-02-18
h96-112.2011,2011-02-18
h92-112.2011,2011-02-18
h91-112.2011,2011-02-18
h93-112.2011,2011-02-18
h116-112.2011,2011-02-18
h90-112.2011,2011-02-18
h113-112.2011,2011-02-18
h107-112.2011,2011-02-18
h94-112.2011,2011-02-18
h108-112.2011,2011-02-18
h112-112.2011,2011-02-18
h100-112.2011,2011-02-18
h122-112.2011,2011-02-18
h105-112.2011,2011-02-18
h109-112.2011,2011-02-18
h120-112.2011,2011-02-18
h115-112.2011,2011-02-18
h98-112.2011,2011-02-18
h102-112.2011,2011-02-18
h111-112.2011,2011-02-18
h101-112.2011,2011-02-18
h119-112.2011,2011-02-18
h99-112.2011,2011-02-18
h97-112.2011,2011-02-18
h118-112.2011,2011-02-18
h110-112.2011,2011-02-18
h104-112.2011,2011-02-18
h106-112.2011,2011-02-18
h114-112.2011,2011-02-18
h124-112.2011,2011-02-18
h135-112.2011,2011-02-19
h129-112.2011,2011-02-19
h133-112.2011,2011-02-19
h127-112.2011,2011-02-19
h137-112.2011,2011-02-19
h141-112.2011,2011-02-19
h145-112.2011,2011-02-19
h130-112.2011,2011-02-19
h147-112.2011,2011-02-19
h126-112.2011,2011-02-19
h131-112.2011,2011-02-19
h140-112.2011,2011-02-19
h139-112.2011,2011-02-19
h136-112.2011,2011-02-19
h128-112.2011,2011-02-19
h144-112.2011,2011-02-19
h132-112.2011,2011-02-19
h134-112.2011,2011-02-19
h146-112.2011,2011-02-19
h125-112.2011,2011-02-19
h142-112.2011,2011-02-19
h138-112.2011,2011-02-19
h143-112.2011,2011-02-19
s26-112.2011,2011-02-28
h149-112.2011,2011-02-28
h150-112.2011,2011-02-28
h148-112.2011,2011-02-28
s28-112.2011,2011-03-01
h153-112.2011,2011-03-01
s27-112.2011,2011-03-01
h151-112.2011,2011-03-01
h152-112.2011,2011-03-01
h154-112.2011,2011-03-01
h160-112.2011,2011-03-02
h157-112.2011,2011-03-02
h155-112.2011,2011-03-02
h158-112.2011,2011-03-02
h156-112.2011,2011-03-02
h159-112.2011,2011-03-02
s29-112.2011,2011-03-02
s30-112.2011,2011-03-02
h162-112.2011,2011-03-03
s31-112.2011,2011-03-03
h161-112.2011,2011-03-03
s34-112.2011,2011-03-07
s33-112.2011,2011-03-07
s32-112.2011,2011-03-07
s35-112.2011,2011-03-08
h164-112.2011,2011-03-08
h163-112.2011,2011-03-08
s37-112.2011,2011-03-09
h166-112.2011,2011-03-09
h165-112.2011,2011-03-09
h167-112.2011,2011-03-09
s36-112.2011,2011-03-09
s38-112.2011,2011-03-10
h171-112.2011,2011-03-10
h168-112.2011,2011-03-10
h170-112.2011,2011-03-10
h169-112.2011,2011-03-10
h174-112.2011,2011-03-11
h172-112.2011,2011-03-11
h173-112.2011,2011-03-11
h175-112.2011,2011-03-14
s40-112.2011,2011-03-14
s39-112.2011,2011-03-14
h176-112.2011,2011-03-14
h178-112.2011,2011-03-15
h177-112.2011,2011-03-15
h179-112.2011,2011-03-15
h180-112.2011,2011-03-15
h186-112.2011,2011-03-16
h188-112.2011,2011-03-16
h181-112.2011,2011-03-16
h184-112.2011,2011-03-16
h182-112.2011,2011-03-16
h185-112.2011,2011-03-16
s41-112.2011,2011-03-16
s43-112.2011,2011-03-16
h187-112.2011,2011-03-16
s42-112.2011,2011-03-16
h183-112.2011,2011-03-16
h190-112.2011,2011-03-17
h192-112.2011,2011-03-17
s44-112.2011,2011-03-17
h193-112.2011,2011-03-17
h189-112.2011,2011-03-17
h191-112.2011,2011-03-17
s45-112.2011,2011-03-17
s46-112.2011,2011-03-28
h194-112.2011,2011-03-29
h196-112.2011,2011-03-29
h198-112.2011,2011-03-29
h197-112.2011,2011-03-29
h195-112.2011,2011-03-29
h203-112.2011,2011-03-30
h202-112.2011,2011-03-30
h204-112.2011,2011-03-30
h200-112.2011,2011-03-30
h201-112.2011,2011-03-30
h199-112.2011,2011-03-30
h207-112.2011,2011-03-31
h206-112.2011,2011-03-31
h205-112.2011,2011-03-31
h209-112.2011,2011-03-31
h210-112.2011,2011-03-31
h212-112.2011,2011-03-31
h208-112.2011,2011-03-31
h211-112.2011,2011-03-31
h220-112.2011,2011-04-01
h215-112.2011,2011-04-01
h219-112.2011,2011-04-01
h213-112.2011,2011-04-01
h217-112.2011,2011-04-01
h216-112.2011,2011-04-01
h221-112.2011,2011-04-01
h222-112.2011,2011-04-01
h214-112.2011,2011-04-01
h218-112.2011,2011-04-01
h223-112.2011,2011-04-01
h224-112.2011,2011-04-01
s47-112.2011,2011-04-04
h225-112.2011,2011-04-04
s50-112.2011,2011-04-05
h228-112.2011,2011-04-05
s49-112.2011,2011-04-05
s48-112.2011,2011-04-05
h227-112.2011,2011-04-05
h226-112.2011,2011-04-05
h237-112.2011,2011-04-06
h238-112.2011,2011-04-06
h231-112.2011,2011-04-06
h234-112.2011,2011-04-06
s56-112.2011,2011-04-06
s54-112.2011,2011-04-06
s51-112.2011,2011-04-06
s57-112.2011,2011-04-06
h239-112.2011,2011-04-06
h232-112.2011,2011-04-06
h235-112.2011,2011-04-06
h241-112.2011,2011-04-06
h240-112.2011,2011-04-06
h230-112.2011,2011-04-06
h233-112.2011,2011-04-06
h229-112.2011,2011-04-06
s55-112.2011,2011-04-06
s53-112.2011,2011-04-06
s52-112.2011,2011-04-06
h236-112.2011,2011-04-06
h248-112.2011,2011-04-07
h245-112.2011,2011-04-07
h246-112.2011,2011-04-07
h242-112.2011,2011-04-07
h247-112.2011,2011-04-07
h244-112.2011,2011-04-07
h243-112.2011,2011-04-07
h249-112.2011,2011-04-07
h252-112.2011,2011-04-08
h251-112.2011,2011-04-08
h250-112.2011,2011-04-08
h253-112.2011,2011-04-09
h254-112.2011,2011-04-12
s58-112.2011,2011-04-12
h255-112.2011,2011-04-12
h256-112.2011,2011-04-12
h261-112.2011,2011-04-13
h259-112.2011,2011-04-13
h257-112.2011,2011-04-13
h262-112.2011,2011-04-13
h258-112.2011,2011-04-13
h260-112.2011,2011-04-13
h263-112.2011,2011-04-13
h264-112.2011,2011-04-13
h272-112.2011,2011-04-14
h271-112.2011,2011-04-14
h266-112.2011,2011-04-14
h269-112.2011,2011-04-14
h270-112.2011,2011-04-14
s60-112.2011,2011-04-14
h267-112.2011,2011-04-14
h268-112.2011,2011-04-14
s59-112.2011,2011-04-14
s61-112.2011,2011-04-14
h265-112.2011,2011-04-14
h275-112.2011,2011-04-15
h274-112.2011,2011-04-15
h277-112.2011,2011-04-15
h273-112.2011,2011-04-15
h276-112.2011,2011-04-15
s62-112.2011,2011-05-02
h278-112.2011,2011-05-02
h282-112.2011,2011-05-03
h284-112.2011,2011-05-03
h279-112.2011,2011-05-03
h280-112.2011,2011-05-03
h281-112.2011,2011-05-03
h285-112.2011,2011-05-03
h283-112.2011,2011-05-03
s63-112.2011,2011-05-03
s65-112.2011,2011-05-04
h292-112.2011,2011-05-04
h286-112.2011,2011-05-04
h287-112.2011,2011-05-04
h289-112.2011,2011-05-04
s66-112.2011,2011-05-04
h290-112.2011,2011-05-04
s64-112.2011,2011-05-04
h288-112.2011,2011-05-04
h291-112.2011,2011-05-04
h293-112.2011,2011-05-05
h294-112.2011,2011-05-05
h298-112.2011,2011-05-05
h296-112.2011,2011-05-05
h297-112.2011,2011-05-05
h295-112.2011,2011-05-05
s67-112.2011,2011-05-09
s68-112.2011,2011-05-10
h300-112.2011,2011-05-10
h301-112.2011,2011-05-10
h299-112.2011,2011-05-10
h303-112.2011,2011-05-11
h310-112.2011,2011-05-11
h311-112.2011,2011-05-11
h302-112.2011,2011-05-11
h307-112.2011,2011-05-11
h312-112.2011,2011-05-11
h304-112.2011,2011-05-11
h305-112.2011,2011-05-11
h306-112.2011,2011-05-11
h308-112.2011,2011-05-11
h309-112.2011,2011-05-11
s69-112.2011,2011-05-11
h314-112.2011,2011-05-11
h313-112.2011,2011-05-11
h317-112.2011,2011-05-12
h321-112.2011,2011-05-12
h319-112.2011,2011-05-12
h315-112.2011,2011-05-12
h318-112.2011,2011-05-12
h320-112.2011,2011-05-12
s70-112.2011,2011-05-12
h316-112.2011,2011-05-12
h322-112.2011,2011-05-12
h324-112.2011,2011-05-13
h329-112.2011,2011-05-13
h327-112.2011,2011-05-13
h323-112.2011,2011-05-13
h325-112.2011,2011-05-13
h326-112.2011,2011-05-13
h328-112.2011,2011-05-13
s72-112.2011,2011-05-17
s71-112.2011,2011-05-17
s73-112.2011,2011-05-18
s74-112.2011,2011-05-19
h331-112.2011,2011-05-23
s75-112.2011,2011-05-23
h330-112.2011,2011-05-23
h332-112.2011,2011-05-23
h337-112.2011,2011-05-24
s76-112.2011,2011-05-24
h334-112.2011,2011-05-24
h335-112.2011,2011-05-24
h336-112.2011,2011-05-24
h333-112.2011,2011-05-24
h352-112.2011,2011-05-25
s77-112.2011,2011-05-25
h340-112.2011,2011-05-25
s79-112.2011,2011-05-25
h349-112.2011,2011-05-25
h339-112.2011,2011-05-25
h348-112.2011,2011-05-25
h343-112.2011,2011-05-25
h341-112.2011,2011-05-25
h350-112.2011,2011-05-25
s78-112.2011,2011-05-25
h351-112.2011,2011-05-25
h347-112.2011,2011-05-25
h345-112.2011,2011-05-25
h346-112.2011,2011-05-25
s80-112.2011,2011-05-25
h353-112.2011,2011-05-25
h338-112.2011,2011-05-25
h344-112.2011,2011-05-25
h342-112.2011,2011-05-25
s81-112.2011,2011-05-26
h356-112.2011,2011-05-26
h374-112.2011,2011-05-26
h362-112.2011,2011-05-26
h358-112.2011,2011-05-26
h376-112.2011,2011-05-26
h373-112.2011,2011-05-26
h363-112.2011,2011-05-26
h360-112.2011,2011-05-26
h366-112.2011,2011-05-26
h359-112.2011,2011-05-26
h357-112.2011,2011-05-26
h369-112.2011,2011-05-26
h367-112.2011,2011-05-26
h371-112.2011,2011-05-26
h364-112.2011,2011-05-26
h355-112.2011,2011-05-26
s82-112.2011,2011-05-26
h370-112.2011,2011-05-26
s84-112.2011,2011-05-26
h368-112.2011,2011-05-26
s83-112.2011,2011-05-26
h354-112.2011,2011-05-26
h361-112.2011,2011-05-26
h372-112.2011,2011-05-26
h365-112.2011,2011-05-26
h375-112.2011,2011-05-26
h379-112.2011,2011-05-31
h377-112.2011,2011-05-31
h378-112.2011,2011-05-31
h388-112.2011,2011-06-01
h386-112.2011,2011-06-01
h382-112.2011,2011-06-01
h380-112.2011,2011-06-01
h387-112.2011,2011-06-01
h383-112.2011,2011-06-01
h381-112.2011,2011-06-01
h385-112.2011,2011-06-01
h384-112.2011,2011-06-01
h390-112.2011,2011-06-02
h391-112.2011,2011-06-02
h396-112.2011,2011-06-02
h405-112.2011,2011-06-02
h392-112.2011,2011-06-02
h403-112.2011,2011-06-02
h404-112.2011,2011-06-02
h389-112.2011,2011-06-02
h394-112.2011,2011-06-02
h408-112.2011,2011-06-02
h401-112.2011,2011-06-02
h395-112.2011,2011-06-02
h393-112.2011,2011-06-02
h398-112.2011,2011-06-02
h400-112.2011,2011-06-02
h407-112.2011,2011-06-02
h409-112.2011,2011-06-02
h402-112.2011,2011-06-02
h399-112.2011,2011-06-02
h397-112.2011,2011-06-02
h406-112.2011,2011-06-02
h412-112.2011,2011-06-03
h410-112.2011,2011-06-03
h411-112.2011,2011-06-03
s85-112.2011,2011-06-06
s86-112.2011,2011-06-08
s87-112.2011,2011-06-09
h414-112.2011,2011-06-13
h415-112.2011,2011-06-13
h413-112.2011,2011-06-13
h416-112.2011,2011-06-13
s89-112.2011,2011-06-14
h417-112.2011,2011-06-14
h419-112.2011,2011-06-14
h418-112.2011,2011-06-14
s88-112.2011,2011-06-14
h430-112.2011,2011-06-15
h436-112.2011,2011-06-15
h426-112.2011,2011-06-15
h420-112.2011,2011-06-15
h422-112.2011,2011-06-15
h427-112.2011,2011-06-15
h423-112.2011,2011-06-15
h433-112.2011,2011-06-15
h425-112.2011,2011-06-15
h428-112.2011,2011-06-15
h434-112.2011,2011-06-15
h421-112.2011,2011-06-15
h431-112.2011,2011-06-15
h435-112.2011,2011-06-15
h432-112.2011,2011-06-15
h429-112.2011,2011-06-15
h424-112.2011,2011-06-15
h457-112.2011,2011-06-16
s91-112.2011,2011-06-16
h458-112.2011,2011-06-16
h455-112.2011,2011-06-16
h448-112.2011,2011-06-16
h443-112.2011,2011-06-16
h438-112.2011,2011-06-16
h450-112.2011,2011-06-16
h445-112.2011,2011-06-16
h451-112.2011,2011-06-16
h439-112.2011,2011-06-16
h452-112.2011,2011-06-16
h440-112.2011,2011-06-16
h444-112.2011,2011-06-16
h453-112.2011,2011-06-16
h442-112.2011,2011-06-16
h456-112.2011,2011-06-16
h454-112.2011,2011-06-16
h447-112.2011,2011-06-16
h449-112.2011,2011-06-16
h446-112.2011,2011-06-16
h459-112.2011,2011-06-16
h441-112.2011,2011-06-16
h437-112.2011,2011-06-16
s90-112.2011,2011-06-16
s93-112.2011,2011-06-21
s92-112.2011,2011-06-21
h462-112.2011,2011-06-21
h460-112.2011,2011-06-21
s94-112.2011,2011-06-21
h461-112.2011,2011-06-21
h465-112.2011,2011-06-22
h473-112.2011,2011-06-22
h472-112.2011,2011-06-22
h469-112.2011,2011-06-22
h475-112.2011,2011-06-22
h474-112.2011,2011-06-22
h476-112.2011,2011-06-22
h467-112.2011,2011-06-22
h470-112.2011,2011-06-22
h466-112.2011,2011-06-22
h464-112.2011,2011-06-22
h468-112.2011,2011-06-22
h477-112.2011,2011-06-22
h478-112.2011,2011-06-22
h463-112.2011,2011-06-22
h471-112.2011,2011-06-22
h487-112.2011,2011-06-23
h481-112.2011,2011-06-23
h491-112.2011,2011-06-23
h490-112.2011,2011-06-23
h479-112.2011,2011-06-23
s96-112.2011,2011-06-23
h488-112.2011,2011-06-23
h480-112.2011,2011-06-23
s95-112.2011,2011-06-23
h486-112.2011,2011-06-23
