vote_id,person_id,vote
h809-111.2009,M001154,Yea
h809-111.2009,P000586,Nay
h809-111.2009,S000250,Nay
h809-111.2009,S000275,Nay
h809-111.2009,S000672,Yea
h809-111.2009,S001174,Yea
h809-111.2009,T000467,Nay
h777-112.2011,M000933,Aye
h777-112.2011,M001154,Aye
h777-112.2011,S000250,No
h777-112.2011,S001174,Aye
h809-111.2009,B001229,Nay
h809-111.2009,C001065,Yea
h809-111.2009,D000168,Nay
h813-112.2011,S001174,Nay
h809-111.2009,F000372,Nay
h809-111.2009,H001030,Yea
h809-111.2009,H001034,Yea
h809-111.2009,H001047,Yea
h809-111.2009,L000571,Nay
h813-112.2011,T000467,Yea
h875-112.2011,L000571,No
h813-112.2011,F000372,Yea
h813-112.2011,H001034,Nay
h813-112.2011,H001047,Yea
h852-112.2011,L000571,Aye
h852-112.2011,M000933,No
h852-112.2011,M001154,No
h852-112.2011,S000250,Aye
h852-112.2011,S001174,No
h852-112.2011,T000467,Aye
h875-112.2011,F000372,No
h875-112.2011,H001034,Aye
h875-112.2011,H001047,Aye
h813-112.2011,L000571,Yea
h813-112.2011,M000933,Yea
h813-112.2011,M001154,Nay
h813-112.2011,S000250,Yea
h852-112.2011,F000372,Aye
h852-112.2011,H001034,No
h852-112.2011,H001047,No
h875-112.2011,M000933,Aye
h875-112.2011,M001154,Aye
h918-111.2009,B000716,Aye
h875-112.2011,S000250,No
h875-112.2011,S001174,Aye
h875-112.2011,T000467,No
h918-111.2009,B001229,Aye
h918-111.2009,C001065,Aye
h918-111.2009,P000586,Aye
h918-111.2009,S000250,Aye
h918-111.2009,S000275,Aye
h918-111.2009,S000672,Aye
h918-111.2009,S001174,Aye
h918-111.2009,T000467,Aye
h918-111.2009,D000168,Not Voting
h918-111.2009,F000372,Aye
h918-111.2009,H001030,Aye
s151-112.2011,C001088,Yea
h918-111.2009,H001034,Aye
h918-111.2009,H001047,Aye
h918-111.2009,L000571,Aye
h918-111.2009,M000933,Not Voting
h918-111.2009,M001154,Aye
s103-111.2010,B001233,Not Voting
s103-111.2010,W000803,Yea
s136-111.2010,B001233,Nay
s136-111.2010,W000803,Yea
s151-111.2009,B001233,Nay
s151-111.2009,W000803,Nay
s151-112.2011,H001061,Nay
s151-112.2011,W000803,Yea
s162-111.2010,B001233,Yea
s168-112.2011,C001088,Nay
s162-111.2010,W000803,Yea
s163-113.2014,C001088,Yea
s163-113.2014,H001061,Yea
s168-112.2011,H001061,Yea
s208-114.2015,C001088,Yea
s168-112.2011,W000803,Nay
s170-112.2012,C001088,Yea
s170-112.2012,H001061,Yea
s170-112.2012,W000803,Yea
s170-113.2013,C001088,Yea
s170-113.2013,C001100,Nay
s170-113.2013,H001061,Nay
s191-113.2013,C001088,Yea
s191-113.2013,C001100,Not Voting
s191-113.2013,H001061,Nay
s208-114.2015,H001061,Nay
s227-112.2012,C001088,Yea
s227-112.2012,H001061,Not Voting
s227-112.2012,W000803,Yea
s239-114.2015,H001061,Yea
s239-114.2015,C001088,Yea
s230-111.2009,B001233,Yea
s230-111.2009,W000803,Yea
s241-111.2010,B001233,Not Voting
s241-111.2010,W000803,Yea
s257-114.2015,C001088,Not Voting
s257-114.2015,H001061,Yea
s269-111.2010,W000803,Yea
s269-111.2010,B001233,Yea
s269-111.2010,C001088,Yea
s263-113.2013,C001088,Yea
s263-113.2013,H001061,Nay
s275-111.2010,W000803,Nay
s375-111.2009,W000803,Yea
s275-111.2010,B001233,Nay
s275-111.2010,C001088,Yea
s316-113.2014,C001088,Yea
s316-113.2014,H001061,Nay
s375-111.2009,B001233,Yea
s385-111.2009,B001233,Yea
s385-111.2009,W000803,Yea
